0.5,20.5,26.8,0.5,13.1,0.5,0.5,0.5,0
17.3,24.9,22.1,3.8,21.0,3.8,3.8,20.0,0
25.1,17.1,60.3,21.9,4.0,4.0,4.0,4.0,0
0.5,20.5,26.7,27.8,0.5,0.5,0.5,0.5,0
19.5,20.5,45.4,27.8,0.5,0.5,0.5,0.5,0
19.5,21.6,20.5,45.5,0.5,17.6,14.9,0.5,0
0.5,0.5,38.2,27.8,0.5,0.5,0.5,0.5,0
29.9,180.0,53.8,180.0,8.8,8.8,8.8,8.8,0
17.6,27.7,56.8,45.5,0.5,13.2,0.5,14.0,0
180.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,0
7.9,7.9,37.1,37.1,7.9,7.9,7.9,7.9,0
4.2,15.8,30.0,4.2,4.2,18.6,4.2,4.2,0
0.0,21.1,45.0,27.3,14.4,0.0,0.0,0.0,0
21.1,0.0,37.7,45.0,0.0,0.0,0.0,0.0,0
8.8,8.8,75.0,53.8,8.8,23.2,8.8,5.7,0
36.0,29.9,180.0,53.8,8.8,8.8,26.0,26.0,0
180.0,33.9,180.0,52.7,16.7,16.7,16.7,16.7,0
180.0,15.2,180.0,77.4,32.4,32.4,46.0,48.6,0
4.5,4.5,180.0,15.5,9.2,4.5,12.7,4.5,0
180.0,21.2,180.0,60.3,4.0,20.2,4.0,22.6,0
180.0,21.2,180.0,60.3,18.4,4.0,10.5,34.9,0
23.8,27.2,41.5,31.0,20.0,18.2,21.0,13.4,0
23.8,17.3,60.9,31.0,20.0,3.8,21.0,3.8,0
31.7,9.5,38.9,11.7,5.5,11.7,11.7,2.8,0
12.0,33.9,8.0,45.7,8.0,24.2,8.0,8.0,0
11.2,8.8,8.8,46.5,8.8,25.0,8.8,26.0,0
37.0,9.7,66.3,54.7,9.7,23.4,9.7,24.2,0
4.7,4.7,70.9,180.0,9.8,18.3,4.7,21.9,0
0.0,21.1,56.6,36.0,0.0,0.0,0.0,0.0,0
8.0,8.0,29.1,35.3,8.0,8.0,8.0,8.0,0
8.0,8.0,29.1,35.3,8.0,8.0,8.0,8.0,0
8.8,8.8,29.9,180.0,8.8,8.8,26.0,4.8,0
8.0,8.0,29.1,180.0,22.4,5.6,8.0,21.6,0
17.3,3.8,24.9,29.6,3.8,10.7,18.2,12.4,0
17.3,23.8,3.8,3.8,3.8,3.8,3.8,10.7,0
17.3,3.8,3.8,3.8,21.0,3.8,3.8,3.8,0
24.9,17.3,3.8,3.8,3.8,10.7,3.8,3.8,0
3.8,17.3,3.8,3.8,3.8,3.8,3.8,13.4,0
0.0,21.1,27.3,0.0,0.0,13.6,0.0,17.2,0
17.2,0.0,0.0,21.1,0.0,16.2,0.0,0.0,0
3.8,16.2,23.8,3.8,3.8,3.8,10.7,9.8,0
16.9,4.3,4.3,24.2,4.3,4.3,17.9,4.3,0
16.9,25.4,4.3,4.3,4.3,4.3,4.3,4.3,0
21.1,17.2,21.1,0.0,0.0,0.0,17.2,16.2,0
0.5,16.7,25.4,0.5,0.5,14.9,0.5,16.7,0
11.7,15.6,49.4,11.7,11.7,2.8,5.5,4.5,0
11.7,15.6,68.0,11.7,11.7,2.8,5.5,4.5,0
27.5,19.7,79.1,37.5,7.5,6.9,7.5,8.7,0
7.5,18.3,73.4,48.8,7.5,6.9,7.5,8.7,0
0.5,20.5,37.2,25.4,13.2,0.5,16.7,0.5,0
41.2,31.0,3.8,183.8,3.8,10.7,9.8,3.8,0
41.0,4.0,4.0,112.4,9.6,10.5,4.0,4.0,0
26.8,20.5,0.5,90.5,15.7,0.5,0.5,0.5,0
36.4,0.5,45.5,56.8,0.5,14.9,17.6,16.7,0
0.5,0.5,56.8,38.2,0.5,13.1,0.5,13.9,0
8.8,180.0,65.9,180.0,5.7,8.8,17.8,8.8,0
52.9,180.0,93.6,180.0,42.6,4.3,29.0,57.7,0
32.8,180.0,69.9,180.0,1.6,12.8,13.8,12.8,0
35.8,180.0,59.7,180.0,29.2,14.7,14.7,14.7,0
21.1,21.1,21.1,36.0,0.0,0.0,0.0,16.2,0
16.9,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0
16.9,4.3,4.3,4.3,4.3,9.4,12.9,4.3,0
7.5,7.5,7.5,18.3,7.5,7.5,6.9,7.5,0
4.3,15.7,4.3,4.3,12.0,4.3,4.3,12.0,0
12.7,29.5,18.8,8.4,8.4,8.4,8.4,8.4,0
16.9,4.3,4.3,4.3,4.3,4.3,4.3,4.3,0
4.0,16.0,4.0,4.0,4.0,4.0,10.5,4.0,0
0.5,0.5,19.5,0.5,0.5,0.5,0.5,0.5,0
3.8,24.9,17.3,3.8,3.8,3.8,13.4,10.7,0
